Vendor,Handle,Title,Option1 Name,Option1 Value,Image Position,Image Src
,3x3-ggt-shorty,,,,4,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/GGT_SHORTY_3x3_FRONT_OPEN_grande_ebc793a6-6080-48d0-a63c-0f82160fe410.png?v=1596470690
,3x3-ggt-shorty,,,,5,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/GGT_SHORTY_DUCTING_grande_cbfd4bcf-bf40-41d2-9dc4-34709cdda399.png?v=1596470690
,3x3-ggt-shorty,,,,6,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/GGT_SHORTY_MICRO_MESH_grande_d4fad2e9-53c0-4e3f-ae02-1c1021ea4b75.png?v=1596470690
,3x3-ggt-shorty,,,,7,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/GGT_SHORTY_POUCH_grande_0c0efad7-c8a5-4651-b65a-266a0e55b5f1.png?v=1596470690
,3x3-ggt-shorty,,,,8,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/GGT_SHORTY_STEEL_POLES_grande_c4d3401a-d110-410d-98db-2c114dcf7eda.png?v=1596470690
Gorilla Grow,3x3ext,Gorilla Grow - GORILLA GROW TENT - 3' X 3' - OG - EXTENSION KIT,Model Name,2' Extension,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_2FT_grande_dc77741e-d8fa-4d8b-a1cc-7169ce6284c3.png?v=1596452541
Gorilla Grow,4x4-ggt-lite,Gorilla Grow - GORILLA GROW TENT - 4' x 4' - LITE LINE,Model Name,LTGGT44,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Lite_Ext_Angle_grande_7656f95f-a562-44ac-aba0-7d1c9fff51f1.png?v=1596466028
,4x4-ggt-lite,,,,2,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Lite_Ext_Angle_Half_Open_grande_f9aee5e3-bbd2-4ecd-8d94-bdbf4bf27469.png?v=1596466029
,4x4-ggt-lite,,,,3,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Lite_Ext_Front_grande_1e9066cf-71d5-4004-852b-3c491c93b191.png?v=1596466029
,4x4-ggt-lite,,,,4,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Lite_Ext_Front_Open_grande_0cb43a7f-08fe-4374-b743-af24fceb48da.png?v=1596466029
,4x4-ggt-lite,,,,5,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Lite_Ext_Front_Windows_grande_73eb33bd-1e2f-475e-8658-3d6c0164a3cb.png?v=1596466029
,4x4-ggt-lite,,,,6,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Lite_Front_grande_9eb146f3-1420-43ef-aa70-8e49cd2d96cb.png?v=1596466030
,4x4-ggt-lite,,,,7,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Lite_Front_Open_grande_3edf3f59-de41-4a36-a5f6-9656944d5c9a.png?v=1596466030
,4x4-ggt-lite,,,,8,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Lite_Front_Windows_grande_44d5f0fd-1db8-4bb0-8599-217767c13e26.png?v=1596466030
,4x4-ggt-lite,,,,9,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Lite_Side_grande_18627e61-5afd-4030-afaa-8fcb23d08455.png?v=1596466030
,4x4-ggt-lite,,,,10,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Large_Port_Closed_2_grande_c5712553-6478-46e9-8cc0-8412944f83e0.png?v=1596466030
,4x4-ggt-lite,,,,11,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Pole_Detail_3_small_2a4f2126-4049-4eb8-8143-3a738361a6e3.png?v=1596466030
,4x4-ggt-lite,,,,12,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Tent_Detail_1_small_51d68876-1766-4e36-a8fd-16d9c0f47bb8.png?v=1596466030
,4x4-ggt-lite,,,,13,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Tool_Pouch_1_grande_9968b4e1-e278-40d1-8064-542e767af56e.png?v=1596466030
,4x4-ggt-lite,,,,14,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Vent_Open_Angle_grande_7cb14cac-0391-4700-b4c8-fef75e0e9278.png?v=1596466030
,4x4-ggt-lite,,,,15,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Zipper_2_grande_24f387ab-4d5a-48e6-8da7-052f47168d18.png?v=1596466030
,4x4-ggt-lite,,,,16,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_HOLES_grande_97a8c03d-f7ee-4cc7-9b10-69acd1293042.png?v=1596466030
,4x4-ggt-lite,,,,17,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Lite_Angle_grande_ec3a303f-dc1e-4c87-9db7-704ced35e8da.png?v=1596466030
,4x4-ggt-lite,,,,18,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Lite_Angle_Half_Open_grande_18837aa7-868b-47fa-b974-f7658fe7871d.png?v=1596466030
,4x4-ggt-lite,,,,19,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Lite_Angle_Open_grande_d45d6daa-ddcc-43da-b2f7-1a8a3974c5fc.png?v=1596466030
Gorilla Grow,4x4-ggt-shorty,Gorilla Grow - GORILLA GROW TENT - 4' x 4' - SHORTY,Model Name,SHGGT44,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/4X4_SHORTY_EX_grande_3fd60c20-ff67-4b59-af64-16fad93dd30d.png?v=1596508920
,4x4-ggt-shorty,,,,2,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/44SH2_grande_0b53a0fc-2876-4a4b-bf75-769fef5debc2.png?v=1596508922
,4x4-ggt-shorty,,,,3,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/44SH4_grande_fc3c5473-7749-4c64-b9ce-5b2db36dd081.png?v=1596508922
,4x4-ggt-shorty,,,,4,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/44SH4B_grande_4d36083b-5674-46f5-ada3-7fecd740acef.png?v=1596508922
,4x4-ggt-shorty,,,,5,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/44SH6_grande_7c64b3ac-a4d3-4da4-bd85-13710aa41b85.png?v=1596508922
,4x4-ggt-shorty,,,,6,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/44SH7_grande_40c12fd8-0a25-440a-b295-906d72ca99bd.png?v=1596508922
,4x4-ggt-shorty,,,,7,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/44SH8_grande_af10eae9-21b9-4958-a507-68cf6f2ff4da.png?v=1596508922
,4x4-ggt-shorty,,,,8,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/44SH9_grande_ee74c1a2-7cc7-458c-8a56-1f488d6b795d.png?v=1596508922
,4x4-ggt-shorty,,,,9,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/44SH10_grande_89885405-372f-4681-b07a-292a3137dccc.png?v=1596508922
,4x4-ggt-shorty,,,,10,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/44SH11_grande_c394b179-6067-4539-b82f-df14b75a8f11.png?v=1596508922
Gorilla Grow,4x4-lite-ext-kit,Gorilla Grow - GORILLA GROW TENT - 4' x 4' - LITE LINE - EXTENSION KIT,Model Name,1' Extension Lite Line,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_1FT_grande_0732515c-4c83-492b-ac15-fc191b885a86.png?v=1597324065
Gorilla Grow,4x4ext,Gorilla Grow - GORILLA GROW TENT - 4' x 4' - OG - EXTENSION KIT,Model Name,2' Extension,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_2FT_grande_bc4a1133-f193-45b6-a861-41c9f79ad80a.png?v=1596453953
Gorilla Grow,4x8-ggt-lite,Gorilla Grow - GORILLA GROW TENT - 4' x 8' - LITE LINE,Model Name,LTGGT48,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Zipper_2_grande_3f33ac96-16c0-4ee4-8bdc-247f63b447a8.png?v=1596466624
,4x8-ggt-lite,,,,2,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Tent_Detail_grande_7f2568a0-94cd-497b-b414-08b7d10c9128.png?v=1596466627
,4x8-ggt-lite,,,,3,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Vent_Open_Angle_grande_00d485d7-c996-4aad-838b-8e308f914c9f.png?v=1596466627
,4x8-ggt-lite,,,,4,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Large_Port_Closed_2_grande_2_bfd2d9d5-37ad-4745-bc94-7ec39f24eae1.png?v=1596466627
,4x8-ggt-lite,,,,5,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Tent_Detail_1_grande_1_40db57da-1718-4a51-b6e7-9fef0df78fd2.png?v=1596466627
,4x8-ggt-lite,,,,6,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Pole_Detail_3_grande_1_d621e021-61b8-4bf5-b13a-ae91f232e60f.png?v=1596466627
,4x8-ggt-lite,,,,7,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Pole_Detail_3_grande_7bc54b71-170b-4f4a-9a77-075353c4e190.png?v=1596466627
,4x8-ggt-lite,,,,8,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Tent_Detail_1_grande_ab888d2b-ff01-47c7-8d0a-258989d5ec9e.png?v=1596466627
,4x8-ggt-lite,,,,9,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Large_Port_Closed_2_grande_1_87a2a6ce-0088-4fc6-9bcc-6ec8a0107bde.png?v=1596466627
,4x8-ggt-lite,,,,10,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Large_Port_Closed_2_grande_b458c729-d693-43a1-a6d9-8ba343c0f2b4.png?v=1596466627
,4x8-ggt-lite,,,,11,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x25_Side_grande_56090222-2c1d-4136-a52f-c83670e61650.png?v=1596466628
,4x8-ggt-lite,,,,12,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x25_Rear_grande_f8e12e34-2173-4021-bffd-cc3ec2fe205a.png?v=1596466628
,4x8-ggt-lite,,,,13,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x25_Front_Windows_grande_21455047-182b-4b60-93ba-ccea2cf8f0ee.png?v=1596466628
,4x8-ggt-lite,,,,14,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x25_HOLES_small_3b9d67d1-6660-4fb7-a5ec-b66fc6c3b83a.png?v=1596466628
,4x8-ggt-lite,,,,15,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x25_Front_Open_grande_6fed21fd-4a97-4d2f-a548-26af37e22376.png?v=1596466628
,4x8-ggt-lite,,,,16,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x25_Front_grande_ecfbb108-1c73-45db-adc3-47bb228576ec.png?v=1596466628
,4x8-ggt-lite,,,,17,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x25_Angle_Open_grande_b1667fc7-3981-4023-88a3-5db86d55ed3b.png?v=1596466628
,4x8-ggt-lite,,,,18,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x25_Angle_Half_Open_grande_f53f7201-98de-47b2-9cd8-272fc3ea3852.png?v=1596466628
,4x8-ggt-lite,,,,19,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x25_Angle_grande_1_a059bd24-5962-4dde-8c5c-4b8a38f3b5c0.png?v=1596466628
,4x8-ggt-lite,,,,20,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x25_Angle_grande_24bcd889-a33d-45a9-8210-0b3034f25f2b.png?v=1596466628
,4x8-ggt-lite,,,,21,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Tent_Detail_grande_1_0d5fcb75-41f3-4a05-8e57-324c7b2e25ad.png?v=1596466628
Gorilla Grow,4x8-ggt-shorty,Gorilla Grow - GORILLA GROW TENT - 4' x 8' - SHORTY,Model Name,SHGGT48,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/4X8_SHORTY_EX_grande_fa7453d2-a6c7-4edf-91fa-66b05bffdeac.png?v=1596509552
,4x8-ggt-shorty,,,,2,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/48SH3_grande_7025e137-b956-4862-af68-5629ee2525e1.png?v=1596509552
,4x8-ggt-shorty,,,,3,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/48SH4_grande_91099e4e-61e2-43e3-bca5-005782216698.png?v=1596509552
,4x8-ggt-shorty,,,,4,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/48SH5_grande_91266910-a207-4deb-b249-10dde95dde12.png?v=1596509553
,4x8-ggt-shorty,,,,5,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/48SH9_grande_3fa0fadd-77dd-40ce-9d4c-0da4a1cccccc.png?v=1596509553
,4x8-ggt-shorty,,,,6,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/48SH10_grande_576023b4-30b3-4764-8aca-bc1445eeaf53.png?v=1596509553
,4x8-ggt-shorty,,,,7,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/48SH11_grande_fa07ad04-c486-4c89-8d51-b2642e5e626d.png?v=1596509553
,4x8-ggt-shorty,,,,8,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/48SH12_grande_0530c454-d418-47a5-9e1b-1bae35e72666.png?v=1596509553
Gorilla Grow,4x8-gorilla-grow-tent,Gorilla Grow - GORILLA GROW TENT - 4' x 8' - OG,Model Name,GGT48,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/4x8_9FT_5_grande_09914f19-1cef-4fe9-8104-c9eba7cb1037.png?v=1596440383
,4x8-gorilla-grow-tent,,,,2,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/4x8_8FT_3_small_61baf7bd-6a58-47b6-af06-1dcdfd2443b8.png?v=1596440383
,4x8-gorilla-grow-tent,,,,3,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/4x8_9FT_6_grande_aff10d27-1af2-4ed5-9df6-f262267fe978.png?v=1596440383
,4x8-gorilla-grow-tent,,,,4,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/4x8_7FT_6_grande_eaf6a385-4d5d-456c-b3d8-c76e2eb4a8c3.png?v=1596440383
,4x8-gorilla-grow-tent,,,,5,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Tool_Pouch_grande_14c799af-db79-4f0a-b919-cd4c35e2b2cb.png?v=1596440381
,4x8-gorilla-grow-tent,,,,6,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Vent_Detail_grande_03efd393-fb1a-4076-840e-2652d8a3076a.png?v=1596440381
,4x8-gorilla-grow-tent,,,,7,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Rear_Access_Door_grande_a9d22dc4-a6b3-4c03-b08b-3f2007a45b25.png?v=1596440381
,4x8-gorilla-grow-tent,,,,8,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Joint_1_grande_5fa8d7dd-398a-4d50-a290-9ca14037aebf.png?v=1596440381
,4x8-gorilla-grow-tent,,,,9,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ports_grande_3473e645-c34e-4132-8844-a2a3f6b75991.png?v=1596440381
,4x8-gorilla-grow-tent,,,,10,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/5x9_HOLES_grande_589b4c44-b489-4c3f-8e85-83c0aa6c6257.png?v=1596440381
Gorilla Grow,4x8-lite-ext-kit,Gorilla Grow - GORILLA GROW TENT - 4' x 8' - LITE LINE -  EXTENSION KIT,Model Name,1' Extension Lite Line,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_1FT_grande_90567fee-870a-46b4-9faf-1091c8d3bfb2.png?v=1597324275
Gorilla Grow,4x8ext,Gorilla Grow - GORILLA GROW TENT - 4' x 8' - OG - EXTENSION KIT,Model Name,2' Extension,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_2FT_grande_cf028fbe-fb1d-4f52-8396-50f176df7d08.png?v=1596454071
Gorilla Grow,5x5-ggt-shorty,Gorilla Grow - GORILLA GROW TENT - 5' x 5' - SHORTY,Model Name,SHGGT55,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/5X5_SHORTY_EX_grande_426906ed-10ff-47b4-bcd6-5c3c470e7649.png?v=1596509263
,5x5-ggt-shorty,,,,2,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/55SH2_grande_af2bae55-b091-41c1-85e6-7e06b0228452.png?v=1596509263
,5x5-ggt-shorty,,,,3,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/55SH4_grande_52607387-9f0a-4205-8e56-48a111f4543c.png?v=1596509264
,5x5-ggt-shorty,,,,4,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/55SH5_grande_42721f20-82b7-4279-b32c-c132217da93d.png?v=1596509265
,5x5-ggt-shorty,,,,5,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/55SH7_grande_4c673ccc-b2f7-45bf-85d8-5ef7dea772ae.png?v=1596509265
,5x5-ggt-shorty,,,,6,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/55SH8_grande_ad573d6d-0ecb-4a44-bffc-8516e7909879.png?v=1596509265
,5x5-ggt-shorty,,,,7,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/55SH9_grande_7485554b-77b5-40bf-80fb-67577183da11.png?v=1596509265
,5x5-ggt-shorty,,,,8,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/55SH10_grande_004c3c1c-3d0d-444f-bffa-6eb5b38c5d2f.png?v=1596509265
,5x5-ggt-shorty,,,,9,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/55SH11_grande_1db64e73-6455-469c-9850-9f8ca8ff7eb6.png?v=1596509265
,5x5-ggt-shorty,,,,10,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/55SH12_grande_657c38b1-1ab2-47d1-a955-0ad0b65351ad.png?v=1596509265
Gorilla Grow,5x5-gorilla-grow-tent,Gorilla Grow - GORILLA GROW TENT - 5' x 5' - OG,Model Name,GGT55,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/5x5_9FT_3_grande_29c1a6d2-5630-42ad-bb0a-9689b22ab5b6.png?v=1596439448
,5x5-gorilla-grow-tent,,,,2,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/5x5_Ceiling_1_grande_e851d562-f7f1-4ab9-a3ce-acb2a382ee80.png?v=1596439449
,5x5-gorilla-grow-tent,,,,3,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/5x5_Front_DoorsZipedOpen_1_grande_30caaba7-0572-4bc5-81a1-6b246f455288.png?v=1596439468
,5x5-gorilla-grow-tent,,,,4,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/5x5_OG_EX_grande_e6ae6173-9d48-4a0e-b3ef-0ff586d1a557.png?v=1596439574
,5x5-gorilla-grow-tent,,,,5,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/5x5_Pool_1_grande_57f02f2e-49ab-4e6d-9aba-9a6cbcf1fa6d.png?v=1596439574
,5x5-gorilla-grow-tent,,,,6,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/5x5_Rear_AccessDoorOpen_1_grande_1210a1b2-5530-4acb-baf6-bd123ef7f745.png?v=1596439574
,5x5-gorilla-grow-tent,,,,7,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Joint_1_grande_0972cb4a-5827-4294-8a43-cc6ae4febb1a.jpg?v=1596439574
,5x5-gorilla-grow-tent,,,,8,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ports_grande_41b993fa-161a-4e3d-8ad2-bf1535e8795f.jpg?v=1596439574
,5x5-gorilla-grow-tent,,,,9,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Rear_Access_Door_grande_40222149-ce64-4662-a1be-97fe930a1dcc.jpg?v=1596439574
,5x5-gorilla-grow-tent,,,,10,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Tool_Pouch_grande_8bbd07d1-2650-4cbf-acdf-d00bffef4d9d.jpg?v=1596439574
,5x5-gorilla-grow-tent,,,,11,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/5x5_HOLES_grande_fa11a94e-f3cf-4ca9-8591-e4070b9a99d6.png?v=1596439574
,5x5-gorilla-grow-tent,,,,12,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Vent_Detail_grande_b8bd4d3f-3e68-4f8f-9d21-26171d0e82ee.png?v=1596439575
Gorilla Grow,5x5ext,Gorilla Grow - GORILLA GROW TENT - 5' x 5' - OG - EXTENSION KIT,Model Name,2' Extension,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_2FT_grande_0b14a2dd-4880-49c1-be6a-996fe4e71eb6.png?v=1596454018
Gorilla Grow,5x9-gorilla-grow-tent,Gorilla Grow - GORILLA GROW TENT - 5' x 9' - OG,Model Name,GGT55,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/4x8_9FT_5_grande_9360d713-4da7-48c2-a31e-ff652ecf001f.png?v=1596440433
,5x9-gorilla-grow-tent,,,,2,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/4x8_8FT_3_small_0d8c8c18-4c6f-4f04-85dc-318a9c1237e2.png?v=1596440433
,5x9-gorilla-grow-tent,,,,3,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/4x8_9FT_6_grande_6bf14572-e0f2-4545-aa75-56c4e589dd50.png?v=1596440433
,5x9-gorilla-grow-tent,,,,4,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/4x8_7FT_6_grande_9f8c7197-81bb-4c72-b499-ecbe8163558f.png?v=1596440433
,5x9-gorilla-grow-tent,,,,5,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Tool_Pouch_grande_f0daf08a-4ed9-4798-9173-b88cf2d15662.png?v=1596440433
,5x9-gorilla-grow-tent,,,,6,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Vent_Detail_grande_087538eb-a3fe-4b66-b178-fa4f03fb0913.png?v=1596440433
,5x9-gorilla-grow-tent,,,,7,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Rear_Access_Door_grande_b4799c2a-c7b5-48dc-bb4e-b8d5cad3b8a8.png?v=1596440433
,5x9-gorilla-grow-tent,,,,8,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Joint_1_grande_9f165754-371f-4330-bc38-3ea04896dbba.png?v=1596440433
,5x9-gorilla-grow-tent,,,,9,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ports_grande_73e3ce93-b3cb-4665-afb9-c5b7982ce03a.png?v=1596440433
,5x9-gorilla-grow-tent,,,,10,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/5x9_HOLES_grande_da98b538-8632-4d57-a8a5-86542e978201.png?v=1596440433
Gorilla Grow,5x9ext,Gorilla Grow - GORILLA GROW TENT - 5' x 9' - OG - EXTENSION KIT,Model Name,2' Extension,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_2FT_grande_a4ac2875-f2c3-4999-a248-7921651f3bb0.png?v=1596454120
General Hydroponics,8-waterfarms-controller-kit,General Hydroponics - WATERFARM 8 Site & CONTROLLER KIT,Title,Default Title,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/486_1.jpg?v=1594020555
Gorilla Grow,8x16-gorilla-grow-tent,Gorilla Grow -GORILLA GROW TENT - 8' x 16' - OG,Model Name,GGT816 Covers,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/GGT_8x16_Angle_Open_copy_grande_a54f106e-4fff-469d-a148-745676cc3861.png?v=1596444950
,8x16-gorilla-grow-tent,,,,2,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/GGT_8x16_Front_Half_Open_copy_grande_9a37d005-3e79-4e33-89fd-434e8137b643.png?v=1596444950
,8x16-gorilla-grow-tent,,,,3,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/GGT_8x16_Interior_copy_grande_cbbb06b9-0caa-419e-b972-973be0847df9.png?v=1596444950
,8x16-gorilla-grow-tent,,,,4,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/GGT_8x16_Side_Open_copy_grande_991feab6-949c-49f9-9959-074fa04ceccc.png?v=1596444950
,8x16-gorilla-grow-tent,,,,5,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Joint_1_grande_e0c5c747-3945-4950-b748-e9b4966f48b7.jpg?v=1596444950
,8x16-gorilla-grow-tent,,,,6,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ports_grande_6cf02d1c-672a-4df4-98d7-483f332a7d0f.jpg?v=1596444950
,8x16-gorilla-grow-tent,,,,7,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Rear_Access_Door_grande_d5459095-7bf0-401e-89c8-3759ebd395c2.jpg?v=1596444950
,8x16-gorilla-grow-tent,,,,8,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Tool_Pouch_grande_8cba9801-f042-4257-a100-837c22351093.jpg?v=1596444950
,8x16-gorilla-grow-tent,,,,9,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/8x16_HOLES_grande_6c6eb6aa-c01d-4998-a658-695a170ec471.png?v=1596444950
,8x16-gorilla-grow-tent,,,,10,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Vent_Detail_grande_b0b88c33-7f93-4100-8d55-ec966b367ce7.png?v=1596444943
Gorilla Grow,8x16ext,Gorilla Grow - GORILLA GROW TENT - 8' x 16' - OG - EXTENSION KIT,Model Name,2' Extension,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_2FT_grande_ba8e3f27-fc85-438c-b58a-9f250bd69189.png?v=1596454328
Gorilla Grow,8x8-ggt-lite,Gorilla Grow - GORILLA GROW TENT - 8' x 8' - LITE LINE,Model Name,LTGGT88,1,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Zipper_2_grande_0d725b8d-54fd-4b2f-a766-31942f3c4c54.png?v=1596466661
,8x8-ggt-lite,,,,2,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Tent_Detail_grande_bf161878-c59a-4805-aacb-9e9858a0d97d.png?v=1596466661
,8x8-ggt-lite,,,,3,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Vent_Open_Angle_grande_7690c40d-ceb8-4f28-9e1c-69b7637ddafd.png?v=1596466661
,8x8-ggt-lite,,,,4,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Large_Port_Closed_2_grande_2_22d86ede-bbe6-4717-aa68-94a5cd7c17cf.png?v=1596466661
,8x8-ggt-lite,,,,5,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Tent_Detail_1_grande_1_177440e7-9259-4999-b7e9-6497a12cebe0.png?v=1596466661
,8x8-ggt-lite,,,,6,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Pole_Detail_3_grande_1_12b8a911-baa0-4e52-a761-e6c4b37a2bd2.png?v=1596466661
,8x8-ggt-lite,,,,7,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Pole_Detail_3_grande_11280625-8be4-401e-a0c4-ec737be07a01.png?v=1596466661
,8x8-ggt-lite,,,,8,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Lite_Line_Tent_Detail_1_grande_68327011-5dd2-4f7e-8299-8f488ca0abd8.png?v=1596466661
