Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
kind-led-k5-xl750,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL750_back_1600x_3aa571a0-2101-4ad2-8b84-032892aa5452.jpg?v=1597327328,2,,,,,,,,,,,,,,,,,,,,,,
kind-led-k5-xl750,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL1000_BOTTOM_1600x_e35da562-c81f-43f6-bb28-2b7b0ebc6f4f.jpg?v=1597327328,3,,,,,,,,,,,,,,,,,,,,,,
kind-led-k5-xl750,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL750_ANGLE_ON_1600x_259752ee-a94f-4dd9-855f-872cc1f9d151.jpg?v=1597327328,4,,,,,,,,,,,,,,,,,,,,,,
kind-led-k5-xl750,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL750_ANGLE_OFF_2_1600x_6fabadf7-8503-4a58-9fcf-8a4e581fc1cc.jpg?v=1597327328,5,,,,,,,,,,,,,,,,,,,,,,
kind-led-k5-xl750,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL750_ON_UL_1600x_0e750bec-b796-406d-a441-eaf26c259512.jpg?v=1597327328,6,,,,,,,,,,,,,,,,,,,,,,
kind-led-k5-xl750,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_HANGING_HARDWARE_CORD_1600x_75092298-2c8a-47b7-93ed-09ad8e14308c.jpg?v=1597327328,7,,,,,,,,,,,,,,,,,,,,,,
kind-led-k5-xl750,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL1000_CLOSE_ON_1600x_716cade5-3b84-4ab3-9bda-dd3eec252439.jpg?v=1597327328,8,,,,,,,,,,,,,,,,,,,,,,
kind-led-k5-xl750,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL1000_LENSE_1600x_c91e88d5-92bd-466b-b8d9-27660d5199ae.jpg?v=1597327328,9,,,,,,,,,,,,,,,,,,,,,,
kind-led-k5-xl750,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL1000_CLOSE_OFF_1600x_50e1322c-abba-4f29-b565-26fae3ba2096.jpg?v=1597327328,10,,,,,,,,,,,,,,,,,,,,,,
kind-led-k3-xl600,Kind LED - K3 XL600,"<h4>Product Details</h4>
<div class=""rte"">
<table>
<tbody class=""specs"">
<tr>
<td>Spectrum</td>
<td>Full Spectrum (380-730nm)</td>
</tr>
<tr>
<td>Diodes</td>
<td>150 (3w, UV, IR)</td>
</tr>
<tr>
<td>Max Wattage</td>
<td>288w<span> </span><span>(±5%)</span>
</td>
</tr>
<tr>
<td>HID Wattage Equivalent</td>
<td>600w</td>
</tr>
<tr>
<td>Input Voltage</td>
<td>100-240V AC Power Input</td>
</tr>
<tr>
<td>Output Voltage</td>
<td>UL Stnd. &lt; 76V DC</td>
</tr>
<tr>
<td>Amperage</td>
<td>2.67A @ 120V / 1.33A @ 240V</td>
</tr>
<tr>
<td>LIfetime</td>
<td>&gt;50,000 Hours</td>
</tr>
<tr>
<td>Weight</td>
<td>24 lbs</td>
</tr>
<tr>
<td>Dimensions</td>
<td>28.4”L x 13“W x 3.25”H</td>
</tr>
<tr>
<td>RMH<span> (Recommended Mounting Height Above Canopy)</span>
</td>
<td>30""</td>
</tr>
<tr>
<td>Footprint (RMH)</td>
<td>3' x 4'</td>
</tr>
<tr>
<td>PPFD Peak (RMH)</td>
<td>663</td>
</tr>
<tr>
<td>Warranty</td>
<td>3 Year</td>
</tr>
<tr>
<td>Certifications</td>
<td>CE, ROHS, FCC</td>
</tr>
</tbody>
</table>
</div>",Kind LED,"",Grow Lights,false,Model Name,XL600,Weight (lbs),22,Dimensions,30x17x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL450_OFF_BOTTOM_1600x_9a726351-b9df-45dd-b2ae-077d26405d84.jpg?v=1597643580,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
kind-led-k3-xl600,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_HANGING_HARDWARE_CORD_1600x_6328daa5-9cf3-44b3-bebb-ec4411a5c8eb.jpg?v=1597643580,2,,,,,,,,,,,,,,,,,,,,,,
kind-led-k3-xl600,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_K3_Series2_IR-UV_1600x_4d738949-ba06-49f2-9e3a-9e25e5893476.jpg?v=1597643580,3,,,,,,,,,,,,,,,,,,,,,,
kind-led-k3-xl600,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL450_OFF_ANGLE_1600x_6f68bb1f-6a8f-4963-85e8-a9185394019a.jpg?v=1597643580,4,,,,,,,,,,,,,,,,,,,,,,
kind-led-k3-xl600,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL450_OFF_TOP_1600x_767e26bf-f558-4b6f-a8f8-b426d287ee8b.jpg?v=1597326715,5,,,,,,,,,,,,,,,,,,,,,,
kind-led-k3-xl600,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL450_ON_SIDE_1600x_c4750065-9442-4f79-89e5-60cdfaf4a919.jpg?v=1597326715,6,,,,,,,,,,,,,,,,,,,,,,
kind-led-k3-xl600,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/SERIES_2_KIND_CENTER_1600x_5c95dd09-4729-4427-b316-fcf41ba31e74.jpg?v=1597326715,7,,,,,,,,,,,,,,,,,,,,,,
kind-led-k3-xl450,Kind LED - K3 XL450,"<h4>Product Details</h4>
<div class=""rte"">
<table>
<tbody class=""specs"">
<tr>
<td>Spectrum</td>
<td>Full Spectrum (380-730nm)</td>
</tr>
<tr>
<td>Diodes</td>
<td>120 (3w, UV, IR)</td>
</tr>
<tr>
<td>Max Wattage</td>
<td>227w<span> </span><span>(±5%)</span>
</td>
</tr>
<tr>
<td>HID Wattage Equivalent</td>
<td>450w</td>
</tr>
<tr>
<td>Input Voltage</td>
<td>100-240V AC Power Input</td>
</tr>
<tr>
<td>Output Voltage</td>
<td>UL Stnd. &lt; 76V DC</td>
</tr>
<tr>
<td>Amperage</td>
<td>2.25A @ 120V / 1.125A @ 240V</td>
</tr>
<tr>
<td>LIfetime</td>
<td>&gt;50,000 Hours</td>
</tr>
<tr>
<td>Weight</td>
<td>19.3 lbs</td>
</tr>
<tr>
<td>Dimensions</td>
<td>22”L x 13“W x 3.25”H</td>
</tr>
<tr>
<td>RMH<span> (Recommended Mounting Height Above Canopy)</span>
</td>
<td>18""</td>
</tr>
<tr>
<td>Footprint (RMH)</td>
<td>2' x 3'</td>
</tr>
<tr>
<td>PPFD Peak (RMH)</td>
<td>579</td>
</tr>
<tr>
<td>Warranty</td>
<td>3 Year</td>
</tr>
<tr>
<td>Certifications</td>
<td>CE, ROHS, FCC</td>
</tr>
</tbody>
</table>
</div>",Kind LED,"",Grow Lights,false,Model Name,XL450,Weight (lbs),19,Dimensions,25x16x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_HANGING_HARDWARE_CORD_1600x_a91a28c1-a822-428c-8a25-e710d08d8869.jpg?v=1597326382,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
kind-led-k3-xl450,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL450_ON_SIDE_1600x_34cff0bb-e00e-4303-a32c-02261d5134c8.jpg?v=1597326382,2,,,,,,,,,,,,,,,,,,,,,,
kind-led-k3-xl450,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL450_OFF_TOP_1600x_55d824e1-be16-4b0a-bf72-60f243b01c2e.jpg?v=1597326382,3,,,,,,,,,,,,,,,,,,,,,,
kind-led-k3-xl450,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/SERIES_2_KIND_CENTER_1600x_7dfb9bfe-2b59-4407-a6df-5dd33daa97df.jpg?v=1597326383,4,,,,,,,,,,,,,,,,,,,,,,
kind-led-k3-xl450,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL450_OFF_BOTTOM_1600x_751e762f-85fa-4be5-a784-e0b7c4e58f93.jpg?v=1597326383,5,,,,,,,,,,,,,,,,,,,,,,
kind-led-k3-xl450,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL450_OFF_ANGLE_1600x_d61c4456-8f46-471c-a29c-552ec8a294c5.jpg?v=1597326383,6,,,,,,,,,,,,,,,,,,,,,,
kind-led-k3-xl450,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_K3_Series2_IR-UV_1600x_b5c59950-9f0d-4a78-899f-3e2f82bff888.jpg?v=1597326383,7,,,,,,,,,,,,,,,,,,,,,,
8x8-lite-ext-kit,Gorilla Grow - GORILLA GROW TENT - 8' x 8' -  LITE LINE -  EXTENSION KIT,"<h2 class=""product__description-label"">DESCRIPTION</h2>
<span></span>
<div class=""rte"">
<span><strong>PLEASE SELECT THE CORRECT SIZE BEFORE PLACING YOUR ORDER</strong></span><br>
<div class=""woocommerce-tabs"">
<div class=""panel entry-content"" id=""tab-description"">
<p><strong>This 1 ft. height extension kit<span> </span></strong>gives you the ability to increase your growing height from 6’7″ to 7’7″.</p>
<p>Benefits to raising the roof include:</p>
<p>1. Significant Yield Increase – More usable growing height allows you to cultivate larger plants.  Larger plants produce larger quantities of fruits and flowers.</p>
<p>2.  Getting the party started.</p>
<p>3.  Stable, Ideal Temperature Around Plants – Heat rises.  With the additional height this kit provides, your heat will stay up by the lights where you want it, and more importantly, away from your precious plants.  What does this mean for you?  It means that your plants will produce more densely and fully with tighter fruit and pod bundling, and elicit a greater flavor and nose.  This all equates to BETTER QUALITY YIELDS!</p>
<p>4. Stand-Up Maintenance – SAVE YOUR BACK!  Place your plants on a table.  With the significant increase in height, you can now still have ample growing space.  Ease your personal wear and tear without compromising your results.</p>
<p>If you have the height, why not use it?!</p>
<p>After all, size DOES matter.</p>
<p>Thanks to Gorilla Grow Tent, you won’t just be growing an indoor garden, you’ll be creating an indoor forest!!</p>
</div>
</div>
</div>",Gorilla Grow,"","gorilla-grow, tent",true,Model Name,1' Extension Lite Line,Weight (lbs),7,Dimensions (in),22x11x4,'29882816486,0.0,shopify,100,deny,manual,63.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_1FT_grande_721330f7-5520-44df-9611-e4cf61699af3.png?v=1597324457,1,,false,,,,,,,,,,,,,,,,,kg,,,active
4x8-lite-ext-kit,Gorilla Grow - GORILLA GROW TENT - 4' x 8' - LITE LINE -  EXTENSION KIT,"<h2 class=""product__description-label"">DESCRIPTION</h2>
<span></span>
<div class=""rte"">
<span><strong>PLEASE SELECT THE CORRECT SIZE BEFORE PLACING YOUR ORDER</strong></span><br>
<div class=""woocommerce-tabs"">
<div class=""panel entry-content"" id=""tab-description"">
<p><strong>This 1 ft. height extension kit<span> </span></strong>gives you the ability to increase your growing height from 6’7″ to 7’7″.</p>
<p>Benefits to raising the roof include:</p>
<p>1. Significant Yield Increase – More usable growing height allows you to cultivate larger plants.  Larger plants produce larger quantities of fruits and flowers.</p>
<p>2.  Getting the party started.</p>
<p>3.  Stable, Ideal Temperature Around Plants – Heat rises.  With the additional height this kit provides, your heat will stay up by the lights where you want it, and more importantly, away from your precious plants.  What does this mean for you?  It means that your plants will produce more densely and fully with tighter fruit and pod bundling, and elicit a greater flavor and nose.  This all equates to BETTER QUALITY YIELDS!</p>
<p>4. Stand-Up Maintenance – SAVE YOUR BACK!  Place your plants on a table.  With the significant increase in height, you can now still have ample growing space.  Ease your personal wear and tear without compromising your results.</p>
<p>If you have the height, why not use it?!</p>
<p>After all, size DOES matter.</p>
<p>Thanks to Gorilla Grow Tent, you won’t just be growing an indoor garden, you’ll be creating an indoor forest!!</p>
</div>
</div>
</div>",Gorilla Grow,"","gorilla-grow, tent",true,Model Name,1' Extension Lite Line,Weight (lbs),5,Dimensions (in),19x11x4,'29882816479,0.0,shopify,100,deny,manual,50.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_1FT_grande_90567fee-870a-46b4-9faf-1091c8d3bfb2.png?v=1597324275,1,,false,,,,,,,,,,,,,,,,,kg,,,active
4x4-lite-ext-kit,Gorilla Grow - GORILLA GROW TENT - 4' x 4' - LITE LINE - EXTENSION KIT,"<span><strong>PLEASE SELECT THE CORRECT SIZE BEFORE PLACING YOUR ORDER</strong></span><br>
<div class=""woocommerce-tabs"">
<div class=""panel entry-content"" id=""tab-description"">
<p><strong>This 1 ft. height extension kit<span> </span></strong>gives you the ability to increase your growing height from 6’7″ to 7’7″.</p>
<p>Benefits to raising the roof include:</p>
<p>1. Significant Yield Increase – More usable growing height allows you to cultivate larger plants.  Larger plants produce larger quantities of fruits and flowers.</p>
<p>2.  Getting the party started.</p>
<p>3.  Stable, Ideal Temperature Around Plants – Heat rises.  With the additional height this kit provides, your heat will stay up by the lights where you want it, and more importantly, away from your precious plants.  What does this mean for you?  It means that your plants will produce more densely and fully with tighter fruit and pod bundling, and elicit a greater flavor and nose.  This all equates to BETTER QUALITY YIELDS!</p>
<p>4. Stand-Up Maintenance – SAVE YOUR BACK!  Place your plants on a table.  With the significant increase in height, you can now still have ample growing space.  Ease your personal wear and tear without compromising your results.</p>
<p>If you have the height, why not use it?!</p>
<p>After all, size DOES matter.</p>
<p>Thanks to Gorilla Grow Tent, you won’t just be growing an indoor garden, you’ll be creating an indoor forest!!</p>
</div>
</div>",Gorilla Grow,"","gorilla-grow, tent",true,Model Name,1' Extension Lite Line,Weight (lbs),4,Dimensions (in),17x11x3,'29882816462,0.0,shopify,100,deny,manual,36.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_1FT_grande_0732515c-4c83-492b-ac15-fc191b885a86.png?v=1597324065,1,,false,,,,,,,,,,,,,,,,,kg,,,active
2x4-lite-ext-kit,Gorilla Grow - GORILLA GROW TENT - 2'x4' LITE EXTENSION KIT,"<h2 class=""product__description-label"">DESCRIPTION</h2>
<span></span>
<div class=""rte"">
<span><strong>PLEASE SELECT THE CORRECT SIZE BEFORE PLACING YOUR ORDER</strong></span><br>
<div class=""woocommerce-tabs"">
<div class=""panel entry-content"" id=""tab-description"">
<p><strong>This 1 ft. height extension kit<span> </span></strong>gives you the ability to increase your growing height from 6’7″ to 7’7″.</p>
<p>Benefits to raising the roof include:</p>
<p>1. Significant Yield Increase – More usable growing height allows you to cultivate larger plants.  Larger plants produce larger quantities of fruits and flowers.</p>
<p>2.  Getting the party started.</p>
<p>3.  Stable, Ideal Temperature Around Plants – Heat rises.  With the additional height this kit provides, your heat will stay up by the lights where you want it, and more importantly, away from your precious plants.  What does this mean for you?  It means that your plants will produce more densely and fully with tighter fruit and pod bundling, and elicit a greater flavor and nose.  This all equates to BETTER QUALITY YIELDS!</p>
<p>4. Stand-Up Maintenance – SAVE YOUR BACK!  Place your plants on a table.  With the significant increase in height, you can now still have ample growing space.  Ease your personal wear and tear without compromising your results.</p>
<p>If you have the height, why not use it?!</p>
<p>After all, size DOES matter.</p>
<p>Thanks to Gorilla Grow Tent, you won’t just be growing an indoor garden, you’ll be creating an indoor forest!!</p>
</div>
</div>
</div>",Gorilla Grow,"","gorilla-grow, tent",true,Model Name,1' Extension Lite Line,Weight (lbs),3,Dimensions (in),15x11x3,'29882816448,0.0,shopify,100,deny,manual,27.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_1FT_grande_4948f85b-2008-4d56-b8e6-8a15f84f41c1.png?v=1597323547,1,,false,,,,,,,,,,,,,,,,,kg,,,active
2x2-5-lite-ext-kit,Gorilla Grow - GORILLA GROW TENT - 2'x2.5' LITE EXTENSION KIT,"<span><strong>PLEASE SELECT THE CORRECT SIZE BEFORE PLACING YOUR ORDER</strong></span><br>
<div class=""woocommerce-tabs"">
<div class=""panel entry-content"" id=""tab-description"">
<p><strong>This 1 ft. height extension kit<span> </span></strong>gives you the ability to increase your growing height from 6’7″ to 7’7″.</p>
<p>Benefits to raising the roof include:</p>
<p>1. Significant Yield Increase – More usable growing height allows you to cultivate larger plants.  Larger plants produce larger quantities of fruits and flowers.</p>
<p>2.  Getting the party started.</p>
<p>3.  Stable, Ideal Temperature Around Plants – Heat rises.  With the additional height this kit provides, your heat will stay up by the lights where you want it, and more importantly, away from your precious plants.  What does this mean for you?  It means that your plants will produce more densely and fully with tighter fruit and pod bundling, and elicit a greater flavor and nose.  This all equates to BETTER QUALITY YIELDS!</p>
<p>4. Stand-Up Maintenance – SAVE YOUR BACK!  Place your plants on a table.  With the significant increase in height, you can now still have ample growing space.  Ease your personal wear and tear without compromising your results.</p>
<p>If you have the height, why not use it?!</p>
<p>After all, size DOES matter.</p>
<p>Thanks to Gorilla Grow Tent, you won’t just be growing an indoor garden, you’ll be creating an indoor forest!!</p>
</div>
</div>",Gorilla Grow,"","gorilla-grow, tent",true,Model Name,1' Extension Lite Line,Weight (lbs),3,Dimensions (in),15x11x3,'29882816455,0.0,shopify,100,deny,manual,23.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/EXTENSION_KIT_1FT_grande_f02f28f5-a4af-4aaa-9727-b2ec83e5d6de.png?v=1597323238,1,,false,,,,,,,,,,,,,,,,,kg,,,active
growers-choice-roi-e680-led-grow-light,Grower's Choice - ROI-E680 LED Grow Light,"<p><span data-mce-fragment=""1"">The Grower's Choice ROI-680 LED grow light is inspired by a collaboration between two of the most prominent and respected companies in the indoor grow lighting industry: TSL Horti Tech and Growers Choice. These two brands have come together to combine their years of experience and innovation in grow lighting to create this high performance, cost effective, efficient lighting solution for commercial growing.</span></p>
<p> </p>
<!-- split -->
<table id=""product-attribute-specs-table"" class=""data-table"">
<colgroup> <col width=""25%""> <col> </colgroup>
<tbody>
<tr class=""first odd"">
<th class=""label"">SKU</th>
<td class=""data last"">TSLROIE680W3K1</td>
</tr>
<tr class=""even"">
<th class=""label"">Free Shipping</th>
<td class=""data last"">No</td>
</tr>
<tr class=""odd"">
<th class=""label"">Weight</th>
<td class=""data last"">45.0000</td>
</tr>
<tr class=""even"">
<th class=""label"">Height</th>
<td class=""data last"">2.5</td>
</tr>
<tr class=""odd"">
<th class=""label"">Width</th>
<td class=""data last"">42</td>
</tr>
<tr class=""even"">
<th class=""label"">Length</th>
<td class=""data last"">42</td>
</tr>
<tr class=""odd"">
<th class=""label"">GTIN</th>
<td class=""data last"">No</td>
</tr>
<tr class=""last even"">
<th class=""label"">Brand</th>
<td class=""data last"">Grower's Choice</td>
</tr>
</tbody>
</table>",Grower's Choice,"",Grow Lights,true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,999.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/unnamed.png?v=1596521773,1,,false,,,,,,,,,,,,,,,,,kg,,,active
acc-hanging-dryer-rack,Gorilla Grow - GORILLA GROW TENT - ACC - Hanging Dryer Rack,"<h3>DETAILS</h3>
The latest addition to the incredible Grow Tent Accessory Line from Gorilla Grow Tent!  The Gorilla Hanging Dryer Rack Accessory allows you to turn any Gorilla Grow Tent into a drying room for your post harvest needs.  Each kit comes complete with two adjustable heavy-duty chain extensions and a powder-coated steel crossbar.  These kits can be used alone, or combined with multiple kits to fill your entire space. For easy hanging, growers can use simple clothing hangers (not included) or simply attach their drying plant mater directly to the crossbar.  Each crossbar is 42"" long.
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/5GrgHZIMOPw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>Manufacturer</td>
</tr>
<tr>
<td></td>
<td></td>
</tr>
</tbody>
</table>",Gorilla Grow,"","gorilla-grow, tent",true,Model Name,Dryer Rack,Weight (lbs),3,Dimensions (in),4x4x48,,0.0,shopify,100,deny,manual,15.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/GGT_DRYING_RACK_grande_a97d5c05-7ed7-4856-9efb-c0e33fd292e7.jpg?v=1596520441,1,,false,,,,,,,,,,,,,,,,,kg,,,active
acc-hanging-dryer-rack,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/GGT_DRYING_RACK_TENT_FULL_grande_8afd8cc9-45b4-4018-bc7f-8ae755132851.jpg?v=1596520442,2,,,,,,,,,,,,,,,,,,,,,,
acc-hanging-dryer-rack,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Dryer_Tent_Hang_01_grande_587cab02-20a1-434a-90fa-36637eb096be.jpg?v=1596520442,3,,,,,,,,,,,,,,,,,,,,,,
acc-hanging-dryer-rack,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Dryer_Tent_Hang_02_grande_b3a8c9d9-0505-489c-a9fc-f06b8e7f2dd3.jpg?v=1596520442,4,,,,,,,,,,,,,,,,,,,,,,
acc-hanging-dryer-rack,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Dryer_Tent_Hang_03_grande_7ade3be8-5eff-4267-804e-4f33d25046e6.jpg?v=1596520442,5,,,,,,,,,,,,,,,,,,,,,,
acc-hanging-dryer-rack,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Dryer_Tent_Hang_04_grande_d3cee926-c475-495f-9521-7a5e5df5dc63.jpg?v=1596520442,6,,,,,,,,,,,,,,,,,,,,,,
acc-net-trellis-55-59-99,"GORILLA GROW TENT - ACC - Net Trellis for 55, 59, 99","<h3>DETAILS</h3>
PLEASE SELECT THE CORRECT SIZE BEFORE PLACING YOUR ORDER
Every plant needs a little help to Grow Strong. Let Gorilla Grow Tent maximize your indoor garden's potential with their Grow Strong Accessory Line.

It's a jungle out there. These perfectly sized durable nylon trellises feature industrial grade plastic hooks that easily attach to any diameter pole, creating a sturdy support structure that will effortlessly bear the weight of even the heaviest of fruits and flowers. The stretchable nylon allows for easy removal for reuse after harvest.

Please Note:  Please use the correct number of net trellis kits based on your square footage.  For example:  For a 5x9 tent you will need two 5x5 Net Trellis Kits.

<em>2' x 4' Trellis - Use with GGT, Shorty And Lite Line Tents 2x2.5, 2x4
MSRP 14.99</em>

<em>4' x 4' Trellis - Use with GGT, Shorty And Lite Line Tents 3x3, 4x4, 4x8, 8x8, 8x16
MSRP 20.99 </em>

<em>5' x 5' Trellis - Use with GGT, Shorty And Lite Line Tents 5x5, 5x9, 10x10, 10x20
MSRP 28.99</em>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/GBWKgXaNX58"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>Manufacturer</td>
</tr>
<tr>
<td></td>
<td></td>
</tr>
</tbody>
</table>",Gorilla Grow,"","",true,Model Name,"Net Trellis 55, 59, 99",Weight (lbs),1,Dimensions (in),7x5x3,'636823174545,0.0,shopify,100,deny,manual,28.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/2x4_Net_trellis_grande_5a884cee-61b4-468a-9097-12f218b4a4f0.png?v=1596519661,1,,false,,,,,,,,,,,,,,,,,kg,,,active
acc-net-trellis-55-59-99,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/NET_TRELLIS_all_grande_5266097c-16c7-4584-9ae9-64dd4ca692bb.png?v=1596519661,2,,,,,,,,,,,,,,,,,,,,,,
acc-net-trellis-55-59-99,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/4x4_Net_trellis_grande_e4611a6c-5197-45aa-baf5-9cec95fec4eb.png?v=1596519661,3,,,,,,,,,,,,,,,,,,,,,,
acc-net-trellis-55-59-99,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/5x5_Net_trellis_grande_b553defa-8883-46e4-a506-10c3815cb4da.png?v=1596519661,4,,,,,,,,,,,,,,,,,,,,,,
