Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
bluelab-replacement-ph-probe-716445,Bluelab - Replacement pH Probe (716445),"<h3>DETAILS</h3>
<p>The Bluelab pH Probe is used to measure the pH of a solution. The Bluelab pH Probe is easy to clean because of its bullet shaped glass bulb, fully waterproof and less fragile than all-glass electrodes because of its tough polypropylene barrel. The pH probe is gel filled (non-refillable) making it maintenance free and has a double junction reference which provides longer life!</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>TBCMPR</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",BlueLab,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,81.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Bluelab-2.jpg?v=1594373383,1,,false,,,,,,,,,,,,,,,,,kg,,,active
b-52,Advanced Nutrients - B-52,"<h3>DETAILS</h3>
<p>This ever-popular formula contains Vitamin B1, humic acid, kelp and other ingredients so plants grow well and produce more - even in the demanding conditions of your high-intensity garden. B-52 can promote the growth of roots, therefore allowing for an increased uptake of both the primary nutrients and micronutrients that your plants need. Professional gardeners use B-52 to strengthen and feed clones, seedlings, vegetative plants and blooming plants. This proprietary blend provides unique, powerful 100% guaranteed nutritional and vitamin support so your plants are always winners.</p>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Name,B-52 1 Liter,,,,,,0.0,shopify,100,deny,manual,51.70,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-17.png?v=1594372643,1,,false,,,,,,,,,,,,,,,,,kg,,,active
big-bud-liquid,Advanced Nutrients - Big Bud Liquid,"<h3>DETAILS</h3>
<p>Big Bud provides the essential elements that not only aid in the development of flowers, but are known to increase both their size and quality - for heavier yields that taste great!</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FADBB-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Name,Big Bud Liquid 1 Liter,,,,,,0.0,shopify,100,deny,manual,45.94,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-16.png?v=1594372497,1,,false,,,,,,,,,,,,,,,,,kg,,,active
big-bud-liquid,,,,,,,,Big Bud Liquid 4 Liter,,,,,,0.0,shopify,100,deny,manual,150.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
flawless-finish,Advanced Nutrients - Flawless Finish,"<h3>DETAILS</h3>
<p>Flawless Finish is a clearing flush solution that removes excess fertilizer salts from growing systems and media. Safe to use while plants are growing, Final Phase is concentrated and easy to use, so get some today and eliminate excess salts that can accumulate over time from regular fertilizer application.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FADFP-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Name,Final Phase 1 Liter,,,,,,0.0,shopify,100,deny,manual,21.46,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-15.png?v=1594372347,1,,false,,,,,,,,,,,,,,,,,kg,,,active
grandma-enggys-h-2-humic-acid,Advanced Nutrients - Grandma Enggy's H-2 Humic Acid,"<h3>DETAILS</h3>
<p>Grandma Enggy's H-2 Humic Acid is 100% organic magic!</p>
<p>Rich in several minerals needed for optimum plant growth, it helps convert a variety of elements into easily absorbed forms for healthy crops.</p>
<p>It promotes extremely high ion exchange capabilities and increased buffering that acts as an organic catalyst, filling in the gaps sometimes found with man-made fertilizers.</p>
<p>When used as a foliar spray, H-2 Humic can help provide a natural barrier for pests and pathogens.</p>
<p>Available in 1 and 4 Liter sizes.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FADGH-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Name,Grandma Enggy's H-2-1 Liter,,,,,,0.0,shopify,100,deny,manual,18.42,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-14.jpg?v=1594372176,1,,false,,,,,,,,,,,,,,,,,kg,,,active
rhino-skin,Advanced Nutrients - Rhino Skin,"<h3>DETAILS</h3>
<p>Give your plants Rhino Skin to increase the rigidity of the cell walls making your plant's stalks more rigid. Plants take silicon into their cells making tougher cell walls.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FADR -GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Name,Rhino Skin 1 Liter,,,,,,0.0,shopify,100,deny,manual,35.16,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-13.png?v=1594371860,1,,false,,,,,,,,,,,,,,,,,kg,,,active
rhino-skin,,,,,,,,Rhino Skin 4 Liter,,,,,,0.0,shopify,100,deny,manual,71.09,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
sensizym,Advanced Nutrients - Sensizym,"<h3>DETAILS</h3>
<p>Enzymes are organic catalysts, which means they're great at getting things going. One thing they do in your root zone is break down organic debris. Use Sensizym right now to get three different types of enzymes into your root zone.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FADS-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Name,Sensizym 1 Liter,,,,,,0.0,shopify,100,deny,manual,39.40,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-12.png?v=1594371711,1,,false,,,,,,,,,,,,,,,,,kg,,,active
sensizym,,,,,,,,Sensizym 4 Liter,,,,,,0.0,shopify,100,deny,manual,126.08,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
sensi-grow-a-b-ph-perfect,Advanced Nutrients - Sensi Grow A & B pH Perfect,"<h3>DETAILS</h3>
<p>Your plants use the ingredients in Sensi Grow to reward you with rapid growth, lush foliage and sturdy structure. That's why you're using Sensi Grow, the two-part nutrient formula that works well in the most-productive hydroponic gardens.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FAPSG-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Name,Sensi Grow A & B pH Perfect 1 Liter set,,,,,,0.0,shopify,100,deny,manual,34.32,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-11.png?v=1594371536,1,,false,,,,,,,,,,,,,,,,,kg,,,active
sensi-grow-a-b-ph-perfect,,,,,,,,Sensi Grow A & B pH Perfect 4 Liter set,,,,,,0.0,shopify,100,deny,manual,109.84,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
sensi-grow-a-b-ph-perfect,,,,,,,,Sensi Grow A & B pH Perfect 10 Liter set,,,,,,0.0,shopify,100,deny,manual,240.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
connoisseur-a-b-ph-perfect,Advanced Nutrients - Connoisseur Bloom A & B pH Perfect,"<h3>DETAILS</h3>
<p>Professional cultivators growing high-value crops worldwide are singing the praises of Connoisseur - the new comprehensive, ultra-premium bloom fertilizer. This exclusive two-part formula is only for expert cultivators who need to be absolutely amazed and totally satisfied at the end of the harvest cycle. After you've used Connoisseur, you'll see why AN (Advanced Nutrients) is so confident in it that they offer an unprecedented 100% performance guarantee.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FAPC-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Name,Connoisseur A & B pH Perfect 1 Liter set,,,,,,0.0,shopify,100,deny,manual,44.56,,true,true,,,,,false,,,,,,,,,,,,,,,,,kg,,,active
connoisseur-a-b-ph-perfect,,,,,,,,Connoisseur A & B pH Perfect 4 Liter set,,,,,,0.0,shopify,100,deny,manual,142.72,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
connoisseur-a-b-ph-perfect,,,,,,,,Connoisseur A & B pH Perfect 10 Liter set,,,,,,0.0,shopify,100,deny,manual,312.40,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
sensi-bloom-a-b-ph-perfect,Advanced Nutrients - Sensi Bloom A & B pH Perfect,"<h3>DETAILS</h3>
<p>Sensi Bloom is the two-part bloom nutrient formula you can absolutely count on during your all-important bloom phase. Use Sensi Bloom to give your valuable plants the solid foundation they need for rewarding floral development. Use Sensi Bloom when you want the best from your high-value plants.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FAPSB-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Name,Sensi Bloom A & B pH Perfect 1 Liter set,,,,,,0.0,shopify,100,deny,manual,34.32,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-9.png?v=1594371064,1,,false,,,,,,,,,,,,,,,,,kg,,,active
sensi-bloom-a-b-ph-perfect,,,,,,,,Sensi Bloom A & B pH Perfect 4 Liter set,,,,,,0.0,shopify,100,deny,manual,109.84,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
sensi-bloom-a-b-ph-perfect,,,,,,,,Sensi Bloom A & B pH Perfect 10 Liter set,,,,,,0.0,shopify,100,deny,manual,240.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
overdrive,Advanced Nutrients - Overdrive,"<h3>DETAILS</h3>
<p>During the final weeks of bloom phase your plants need the ingredients in Overdrive to maintain flower maturation, flower growth, and overall vigor. Many growers neglect the last weeks of bloom phase, but now you can kick it into Overdrive for a strong finish and get bigger smiles at harvest time.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FADO1</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>Advanced Nutrients</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,42.68,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-8.png?v=1594370837,1,,false,,,,,,,,,,,,,,,,,kg,,,active
nirvana,Advanced Nutrients - Nirvana,"<h3>DETAILS</h3>
<p>A lot of bloom supplements are allegedly organic and helpful for your plants, but studies show they aren't all-organic. Worse yet, they do nothing for your crops. Nirvana is the only all-organic triple-filtered formula that flows smoothly in your system and maximizes your crops worth.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FADN1</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>Advanced Nutrients</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,28.98,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-7.png?v=1594370727,1,,false,,,,,,,,,,,,,,,,,kg,,,active
advanced-micro-ph-perfect,Advanced Nutrients - Micro pH Perfect,"<h3>DETAILS</h3>
<h3>pH Perfect Formula</h3>
<p>Using a high-quality micro-nutrient formula is your ticket to a rewarding garden. By combining Advanced Nutrients Micro with Grow and Bloom, you're providing your plants what they need to give you a happier harvest day. It's guaranteed!</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FAPM-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Name,Advanced Micro pH Perfect 1 Liter,,,,,,0.0,shopify,100,deny,manual,17.60,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-4.png?v=1594370161,1,,false,,,,,,,,,,,,,,,,,kg,,,active
advanced-micro-ph-perfect,,,,,,,,Advanced Micro pH Perfect 4 Liter,,,,,,0.0,shopify,100,deny,manual,56.32,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
advanced-grow-ph-perfect,Advanced Nutrients - Grow pH Perfect,"<h3>DETAILS</h3>
<h3>pH Perfect Formula</h3>
<p>When you use 3-part hydroponics base nutrients, you get reliable, flexible, concentrated nutrients that give your plants the essential elements they need. Mix Advanced Nutrients Grow with Bloom and Micro to provide nitrogen, phophorus and potassium (along with secondary and micronutrients) to promote healthy plant structure and metabolism, as well as vigorous fruit and flower production in your plants.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FAPG-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Name,Advanced Grow pH Perfect 1 Liter,,,,,,0.0,shopify,100,deny,manual,10.43,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-3.png?v=1594369937,1,,false,,,,,,,,,,,,,,,,,kg,,,active
advanced-grow-ph-perfect,,,,,,,,Advanced Grow pH Perfect 4 Liter,,,,,,0.0,shopify,100,deny,manual,41.72,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
advanced-ph-down,Advanced Nutrients - pH Down,"<h3>DETAILS</h3>
<p>Acidity versus alkalinity are key factors in your crop?s water and root zone, as measured by pH. If you have too high or too low pH, your crops cannot uptake nutrients, and may well be damaged or even killed. That?s why smart growers daily monitor and adjust optimum pH levels for hydroponics, sphagnum moss, coco coir, rockwool, aeroponics, soil, and other types of plant growth media. Some companies make cheap, inferior pH adjustment products that never achieve consistent results; some of those products contain harmful materials. Advanced Nutrients pH products are carefully-manufactured pure concentrates that are pharmaceutical grade. Ingredients: Phosphoric Acid WARNING: DO NOT STORE pH UP AND pH DOWN SIDE BY SIDE! Available in 1L and 4L sizes.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FADPHD-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Name,pH Down 4L,,,,,,0.0,shopify,100,deny,manual,74.80,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-2.png?v=1594369673,1,,false,,,,,,,,,,,,,,,,,kg,,,active
advanced-ph-down,,,,,,,,pH Down 1L,,,,,,0.0,shopify,100,deny,manual,23.60,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
advanced-ph-up,Advanced Nutrients - pH Up,"<h3>DETAILS</h3>
<p>Acidity versus alkalinity are key factors in your crop?s water and root zone, as measured by pH. If you have too high or too low pH, your crops cannot uptake nutrients, and may well be damaged or even killed. That?s why smart growers daily monitor and adjust optimum pH levels for hydroponics, sphagnum moss, coco coir, rockwool, aeroponics, soil, and other types of plant growth media. Some companies make cheap, inferior pH adjustment products that never achieve consistent results; some of those products contain harmful materials. Advanced Nutrients pH products are carefully-manufactured pure concentrates that are pharmaceutical grade. Ingredients: Phosphoric Acid WARNING: DO NOT STORE pH UP AND pH DOWN SIDE BY SIDE! Available in 1L and 4L sizes.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FADPHU-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Advanced Nutrients,"","advanced-nutrients, nutrients",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Advanced-1.png?v=1594369467,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ultra-sunultra-sun®-metal-halide-blue-7500k-1000w,Ultra Sun - Metal Halide Blue 7500K 1000w,"<h3>DETAILS</h3>
<p>The Ultra Sun® Metal Halide (MH) Blue Enhanced Performance lamps offer extra emphasis in the blue and violet spectrums with Kelvin temperatures of 7,500°K. This line of Ultra Sun® lamps is exceptional for vegetative growth and for the final fruiting and flowering stages of a plant's development. These lamps have been specifically engineered for horticulture applications. Ultra Sun® lamps are high quality, feature robust construction and have excellent reliability at an economical price.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>BM172</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Ultra Sun,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,70.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ultrasun-4.jpg?v=1594369216,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ultra-sun®-metal-halide-blue-400-watt-bulb-7500k,Ultra Sun - Metal Halide Blue 400 Watt Bulb 7500k,"<h3>DETAILS</h3>
<p>The Ultra Sun® Metal Halide (MH) Blue Enhanced Performance lamps offer extra emphasis in the blue and violet spectrums with Kelvin temperatures of 7,500°K. This line of Ultra Sun® lamps is exceptional for vegetative growth and for the final fruiting and flowering stages of a plant's development. These lamps have been specifically engineered for horticulture applications. Ultra Sun® lamps are high quality, feature robust construction and have excellent reliability at an economical price.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>BM472</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Ultra Sun,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,43.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ultrasun-3.jpg?v=1594369063,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ultra-sun®-metal-halide-4-200-k-1000-watt,"Ultra Sun - Metal Halide - 4,200°K 1000 Watt","<h3>DETAILS</h3>
<p>Universal burn position. 4,200°K color temperature. Lamp has good spectral distribution. Emits the bluish and green regions of the light spectrum. Stimulates plant growth more efficiently than any other light source. Ultra Sun® lamps are high quality, feature robust construction and have excellent reliability at an economical price.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>BM1</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Ultra Sun,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,46.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ultrasun-2_9b718dd5-72d7-4eb3-b9f8-8843bf5afb99.jpg?v=1594368910,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ultra-sun®-metal-halide-4-200-k-400w,"Ultra Sun - Metal Halide - 4,200°K 400w","<h3>DETAILS</h3>
<p>Universal burn position. 4,200°K color temperature. Lamp has good spectral distribution. Emits the bluish and green regions of the light spectrum. Stimulates plant growth more efficiently than any other light source. Ultra Sun® lamps are high quality, feature robust construction and have excellent reliability at an economical price.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>BM4</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Ultra Sun,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,27.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ultrasun-1.jpg?v=1594368708,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ultra-sun®-metal-halide-4-200-k-400w,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ultrasun-2.jpg?v=1594368708,2,,,,,,,,,,,,,,,,,,,,,,
hortilux-hp-sodium-hps-bulb-400-watt-super,Hortilux - HP Sodium (HPS) Bulb 400 Watt Super,"<h3>DETAILS</h3>
<p>SpHortilux High Pressure Sodium lamps have a high energy spectral output for plant growth. They provide more total energy for plant growth than standard HPS, with an increase in the violet, blue, and green spectrum. Environmentally friendly, and meets US Federal EPA TCLP criteria for non-hazardous waste. Produces 54,000 Lumens and has a Kelvin rating of 2100º. Can burn in the horizontal or vertical position.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>BH4H</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>Hortilux</td>
</tr>
</tbody>
</table>",Hortilux,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,94.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Hortilux-1.jpg?v=1594368193,1,,false,,,,,,,,,,,,,,,,,kg,,,active
spectralux-hps-600-watt-lamp,Spectralux - HPS 600 Watt Lamp,"<h3>DETAILS</h3>
<p>Spectralux® High Pressure Sodium Single-Ended Lamps feature high lumen output and 2000° K color temperature, making them ideal for horticultural applications. Fruiting and flowering plants will thrive under these lamps! They can also be used as a full-term light source. They are engineered to be compatible with both magnetic and electronic ballasts. Spectralux® lamps are optimized for use with Sun System® brand ballasts and reflectors.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>BH6</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Sun System,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,60.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Sunsystem-24.jpg?v=1594367794,1,,false,,,,,,,,,,,,,,,,,kg,,,active
philips-green-power-master-color-cdm-lamp-315-watt-elite-agro-3100-k,Sun System - Philips Green Power Master Color CDM Lamp 315 Watt Elite Agro 3100°K,"<h3>DETAILS</h3>
<p>These Philips lamps feature superior color quality and very crisp white light. Incredibly high 1.95 PPF (photosynthetic photon flux) per watt per second light source. 3,100°K Green Power, High 92 CRI, 33,000 initial lumens (105Lm/W). High 90% lumen maintenance at 10,000 hr/High 85% maintenance at 20,000 hr. Double glass jacketed lamp is rated for either open fixture use (without glass lens) or enclosed fixture use (with glass lens). Bi-pin lamp base is compatible with all Sun System® LEC® Brand Technology Fixtures.</p>
<p><strong>PLEASE NOTE:</strong>These Philips lamps are designed &amp; optimized to be paired with a Philips brand electronic ballast. All Sun System® LEC® Brand Technology fixtures are made with a Philips brand electronic ballast(s). If these lamps are used with a different fixture type, you will likely experience a shortened lamp life and possibly premature lamp failure.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>901575</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>Philips/GE Lighting</td>
</tr>
</tbody>
</table>",Sun System,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,104.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Sunsystem-23.jpg?v=1594367599,1,,false,,,,,,,,,,,,,,,,,kg,,,active
spectralux-hps-1000-watt-lamp,Spectralux - HPS 1000 Watt Lamp,"<h3>DETAILS</h3>
<p>Spectralux® High Pressure Sodium Single-Ended Lamps feature high lumen output and 2000° K color temperature, making them ideal for horticultural applications. Fruiting and flowering plants will thrive under these lamps! They can also be used as a full-term light source. They are engineered to be compatible with both magnetic and electronic ballasts. Spectralux® lamps are optimized for use with Sun System® brand ballasts and reflectors.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>BHP1</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Sun System,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,61.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Sunsystem-22.jpg?v=1594367363,1,,false,,,,,,,,,,,,,,,,,kg,,,active
sunlight-supply-hardcore-magnetic-ballast,Sun System - Sunlight Supply Hardcore Magnetic Ballast,"<h3>DETAILS</h3>
<p>Exposed ballast design is compact and runs cool! Hardcore offers superior cooling capabilities while extending the longevity of the capacitor and ignitor. 600 volt lamp cord receptacle – accepts all Sun System® lamp cords (sold separately). Our Hard Core ballast with dual input voltage easily switches from 120 to 240 volt power! Simply unplug detachable 12O volt power cord (included), turn power plate around for 240 volt power and plug in a 240 volt power cord. (240 volt power cord sold separately). Powder coated steel housing with louvered venting and solid design helps protect internal components. Rubber feet reduce noise &amp; vibration. Excellent ballast quality with high temp 150°C wire connections will provide years of trouble-free operation. Removable stainless steel handles allow easy handling. 2 year warranty. 1000 Watt Switchable Ballast Features: Operates both HPS and MH 1000 watt lamps with selectable switch.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>sbhc-group</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Sun System,"","",true,Name,Hardcore 1000 watt switchable,,,,,,0.0,shopify,100,deny,manual,165.78,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Sunsystem-16.png?v=1594365565,1,,false,,,,,,,,,,,,,,,,,kg,,,active
